Date,VOO,SPY,IVV,VXX,HYG,LQD,IEF,CAR,CVNA,AEVA,CYN,IBIT,MSTR
2018-08-03,232.45663,253.87549,254.10034,1928.95996,59.71323,90.92282,87.30545,33.74781,45.08000,,,,13.48900
2018-08-06,233.33063,254.80644,255.07921,1873.15198,59.82438,91.00941,87.34834,33.99484,46.90000,,,,13.71700
2018-08-07,233.98164,255.64777,255.80893,1827.83997,59.85219,90.72610,87.16810,36.80716,47.15000,,,,13.78600
2018-08-08,233.85677,255.54054,255.71991,1794.04797,59.81745,90.58432,87.24537,31.21102,47.06000,,,,13.79700
2018-08-09,233.56244,255.19141,255.48860,1825.92004,59.77575,90.65524,87.48567,32.71219,51.11000,,,,13.97500
2018-08-10,231.97504,253.48158,253.67320,1917.43994,59.67153,90.80475,87.86332,32.02811,54.06000,,,,14.14600
2018-08-13,231.10109,252.53259,252.81895,2028.80005,59.62989,90.78114,87.83757,32.37966,53.64000,,,,14.07800
2018-08-14,232.59042,254.14397,254.43855,1926.40002,59.73406,90.89923,87.75175,33.08274,54.80000,,,,14.21500
2018-08-15,230.87813,252.24617,252.40961,2046.71997,59.62989,91.08813,87.96631,32.44616,53.34000,,,,14.05700
2018-08-16,232.75096,254.28717,254.58978,1934.71997,59.70628,91.20621,87.94056,32.76920,54.38000,,,,14.10700
2018-08-17,233.52679,255.18239,255.42627,1887.35999,59.77575,91.28495,87.97493,33.20625,55.42000,,,,13.95300
2018-08-20,234.04405,255.72849,256.04919,1848.31995,59.80355,91.52109,88.24953,33.02573,58.53000,,,,14.09200
2018-08-21,234.55243,256.32816,256.48529,1885.43994,59.89388,91.29280,88.12940,33.40577,58.38000,,,,14.10700
2018-08-22,234.48102,256.17621,256.47632,1852.80005,59.91470,91.28495,88.29243,32.70269,57.97000,,,,14.15600
2018-08-23,234.14211,255.83585,256.04028,1857.92004,59.90775,91.31642,88.28393,32.04712,57.64000,,,,14.17900
2018-08-24,235.61359,257.37567,257.63315,1847.04004,60.01199,91.49743,88.30959,31.49606,60.08000,,,,14.96700
2018-08-27,237.38829,259.40775,259.67093,1849.59998,60.03282,91.35575,88.11224,31.55306,62.39000,,,,14.69300
2018-08-28,237.52203,259.53305,259.74207,1851.52002,60.00501,91.00941,87.91483,32.26564,63.02000,,,,14.78400
2018-08-29,238.82407,260.92953,261.21039,1833.59998,59.97025,90.91499,87.88911,32.34165,63.04000,,,,14.78000
2018-08-30,237.85201,259.87320,260.09796,1888.64001,59.92163,91.00155,88.05215,30.57445,62.09000,,,,14.71800
2018-08-31,237.86096,259.88211,260.23148,1900.16003,59.99808,90.86773,88.06929,29.55784,64.74000,,,,14.90000
2018-09-04,237.53096,259.43451,259.79550,1873.92004,59.87318,90.70034,87.86807,29.09229,67.34000,,,,14.77500
2018-09-05,236.86212,258.73630,259.09244,1885.43994,59.81040,90.64507,87.85944,30.00439,62.15000,,,,14.48400
2018-09-06,236.16660,257.95746,258.33606,1943.04004,59.85920,90.89770,88.04006,29.76686,58.96000,,,,14.48100
2018-09-07,235.59572,257.45618,257.70438,1971.83997,59.79643,90.51876,87.64447,30.22291,61.50000,,,,14.45400
2018-09-10,236.04166,257.90378,258.28268,1918.71997,59.91507,90.81882,87.69606,30.81198,68.28000,,,,14.67700
2018-09-11,236.93344,258.75418,259.14584,1862.40002,59.92899,90.61349,87.37785,30.97350,70.82000,,,,14.78000
2018-09-12,236.96025,258.81683,259.16370,1838.07996,60.06856,90.79510,87.48107,32.55067,67.43000,,,,14.88900
2018-09-13,238.30688,260.34766,260.65863,1788.16003,60.18020,90.98459,87.47246,32.11362,64.01000,,,,14.76900
2018-09-14,238.43167,260.39240,260.64984,1750.40002,60.23600,90.87405,87.30904,32.34165,63.43000,,,,14.91300
2018-09-17,237.08511,259.01376,259.34164,1804.80005,60.19411,90.81882,87.32626,31.80009,60.27000,,,,14.71000
2018-09-18,238.37817,260.41928,260.79214,1795.19995,60.18716,90.44772,86.96510,31.84760,59.27000,,,,14.99600
2018-09-19,238.64574,260.69666,260.97900,1733.12000,60.07553,90.31346,86.81886,32.34165,58.95000,,,,14.78100
2018-09-20,240.56310,262.80939,263.18588,1704.95996,60.15927,90.55033,86.82742,32.62668,60.05000,,,,14.76500
2018-09-21,240.39371,262.56931,262.82999,1700.22400,60.17322,90.56612,86.86182,32.22764,60.01000,,,,14.81200
2018-09-24,239.59100,261.69708,262.03796,1706.88000,60.14529,90.36088,86.76727,30.64096,59.54000,,,,14.73800
2018-09-25,239.29675,261.45419,261.76218,1722.88000,60.09644,90.36088,86.68123,30.42244,59.33000,,,,14.68100
2018-09-26,238.59531,260.67184,260.99088,1728.00000,60.15927,90.68455,86.96510,30.71697,61.15000,,,,14.14100
2018-09-27,239.25813,261.40033,261.70584,1711.35999,60.27089,90.80299,86.96510,30.77397,60.00000,,,,14.05400
2018-09-28,239.23131,261.42719,261.62540,1708.80005,60.31275,90.73987,87.00803,30.53645,59.09000,,,,14.06200
2018-10-01,240.11823,262.33551,262.64426,1689.59998,60.48727,90.61473,86.78745,31.16352,57.47000,,,,13.64700
2018-10-02,240.09140,262.18262,262.53699,1689.59998,60.43822,90.69392,87.01151,31.16352,54.46000,,,,13.24900
2018-10-03,240.29738,262.32651,262.71573,1676.80005,60.27700,90.16326,86.36521,31.66708,54.55000,,,,13.34800
2018-10-04,238.32658,260.27625,260.74051,1779.19995,60.05274,89.79110,86.14111,31.25853,53.31000,,,,13.17000
2018-10-05,236.98283,258.81946,259.12289,1807.35999,59.78638,89.44263,85.93432,31.42955,53.87000,,,,13.12000
2018-10-08,236.92012,258.81946,259.13171,1832.95996,59.65320,89.34760,85.96877,32.22764,52.66000,,,,13.08400
2018-10-09,236.61552,258.44177,258.81900,1861.12000,59.74432,89.60099,86.13251,30.30842,51.24000,,,,13.07100
2018-10-10,228.97412,250.25867,250.47139,2172.80005,59.31678,89.35551,86.17559,29.03528,46.57000,,,,12.67200
2018-10-11,224.15453,244.74640,245.18051,2359.04004,59.36586,89.72770,86.52892,29.16829,43.90000,,,,12.68000
2018-10-12,227.18240,248.14542,248.48730,2180.47998,59.68125,89.74355,86.42551,29.80487,46.90000,,,,12.72800
2018-10-15,225.93721,246.75168,247.14670,2193.28003,59.63918,89.57724,86.47720,30.83098,43.65000,,,,12.80100
2018-10-16,230.74785,252.14708,252.58958,2053.12012,59.84244,89.80690,86.46861,31.65757,45.65000,,,,13.11500
2018-10-17,230.82846,252.19202,252.53598,2077.43994,59.72331,89.36343,86.21873,31.41055,44.83000,,,,13.05400
2018-10-18,227.58557,248.55019,248.91628,2230.39990,59.47097,89.36343,86.37383,29.41532,42.76000,,,,12.82700
2018-10-19,227.40640,248.41525,248.70187,2193.28003,59.50603,89.25253,86.27034,29.87137,40.17000,,,,12.64800
2018-10-22,226.46571,247.30014,247.76338,2213.12012,59.53405,89.14169,86.28765,29.65285,41.59000,,,,12.75800
2018-10-23,225.10411,246.04129,246.28871,2296.95996,59.47798,89.26839,86.51169,29.37732,41.63000,,,,12.68700
2018-10-24,218.38538,238.58653,238.75449,2474.23999,59.18361,89.39511,86.97706,26.14695,38.54000,,,,12.12500
2018-10-25,222.30019,242.86694,243.11592,2423.04004,59.30279,89.28423,86.77023,27.41059,40.46000,,,,12.32500
2018-10-26,218.36746,238.59549,238.71872,2559.36011,59.03645,89.43471,87.15796,26.50799,38.72000,,,,12.24900
2018-10-29,217.23874,237.27359,237.38701,2581.76001,58.98035,89.33179,87.14937,26.32747,37.75000,,,,12.17100
2018-10-30,220.56227,240.78963,241.18544,2483.84009,59.12053,89.13377,86.95979,27.33459,37.68000,,,,12.40400
2018-10-31,222.87350,243.36151,243.77734,2405.12012,59.12053,88.88031,86.74435,26.71702,38.75000,,,,12.59700
2018-11-01,225.18472,245.95129,246.15471,2327.67993,59.39171,89.14967,86.81858,28.50322,44.39000,,,,12.56300
2018-11-02,223.78723,244.49455,244.78726,2346.23999,59.35648,88.79217,86.33500,28.66474,46.33000,,,,12.67300
2018-11-05,225.05931,245.84344,246.28871,2323.84009,59.40579,88.95106,86.38680,29.50083,46.44000,,,,12.66400
2018-11-06,226.48369,247.39917,247.70981,2245.12012,59.56071,89.10200,86.29184,28.05667,45.05000,,,,12.63300
2018-11-07,231.26741,252.69565,253.04547,2089.60010,59.90592,89.33242,86.29184,31.02100,46.17000,,,,12.98600
2018-11-08,230.87329,252.23705,252.50024,2080.00000,59.75799,89.07022,86.17092,30.65996,51.47000,,,,12.85100
2018-11-09,228.74115,249.77312,250.21234,2126.91211,59.41988,89.13384,86.50773,30.62196,48.90000,,,,12.82800
2018-11-12,224.32475,245.10602,245.34146,2307.84009,59.05361,89.12587,86.76678,29.83337,44.01000,,,,12.65900
2018-11-13,223.94852,244.64745,244.98383,2325.12012,58.95500,89.00665,86.83592,29.65285,45.53000,,,,12.59100
2018-11-14,222.41661,242.97484,243.28578,2385.28003,58.84231,88.76832,87.01725,29.57684,45.25000,,,,12.54500
2018-11-15,224.71893,245.51057,245.74344,2360.32007,58.82819,88.60147,87.07770,29.49133,47.85000,,,,12.74200
2018-11-16,225.29225,246.14914,246.44064,2252.15991,58.65213,88.77625,87.34540,28.48421,46.04000,,,,12.70800
2018-11-19,221.55661,241.98563,242.32053,2384.00000,58.46899,88.68885,87.47496,27.04955,42.38000,,,,12.44500
2018-11-20,217.48062,237.50752,237.82500,2517.12012,58.28586,88.47432,87.45771,25.68140,41.22000,,,,12.30200
2018-11-21,218.20618,238.31676,238.59361,2458.23999,58.58171,88.66502,87.44044,26.64101,41.68000,,,,12.51800
2018-11-23,216.79979,236.72513,237.11894,2479.36011,58.25768,88.70474,87.49224,26.66951,42.66000,,,,12.43500
2018-11-26,220.19501,240.54694,240.83694,2339.19995,58.53238,88.74448,87.42316,28.18968,45.07000,,,,12.60800
2018-11-27,220.88477,241.35622,241.59659,2297.60010,58.50422,88.63326,87.50948,28.11367,46.03000,,,,12.52800
2018-11-28,226.04471,246.91351,247.23610,2229.76001,58.99023,88.87164,87.50088,29.40582,47.42000,,,,12.74600
2018-11-29,225.57889,246.37398,246.73558,2270.08008,59.00430,88.61732,87.72541,27.62912,47.26000,,,,12.77600
2018-11-30,227.07491,247.87573,248.46059,2206.08008,58.88456,88.56173,87.89817,27.82864,43.29000,,,,12.96400
2018-12-03,229.87885,251.15785,251.47241,2086.39990,59.29210,88.89089,88.09023,28.14218,42.86000,,,,13.10700
2018-12-04,222.74809,243.01978,243.57179,2357.76001,58.92421,88.90685,88.49700,26.46999,38.40000,,,,12.67100
2018-12-06,222.18370,242.65109,242.93718,2418.56006,58.71901,89.17786,88.72202,26.77402,38.58000,,,,12.76500
2018-12-07,217.02371,237.01288,237.37810,2580.47998,58.60579,89.18581,88.98159,24.92131,35.71000,,,,12.75800
2018-12-10,217.28351,237.46248,237.73561,2555.52002,58.64825,89.45685,89.03355,25.47238,35.47000,,,,12.76400
2018-12-11,217.34622,237.51642,237.78035,2555.96802,58.75438,89.61626,88.80854,24.75979,33.82000,,,,12.69900
2018-12-12,218.54666,238.71245,239.06728,2535.67993,58.94538,89.71191,88.56622,24.40826,35.76000,,,,12.78500
2018-12-13,218.47496,238.63148,238.84384,2496.63989,59.08693,89.95105,88.61816,24.21824,33.54000,,,,12.81000
2018-12-14,214.44376,234.22520,234.51816,2598.39990,58.83929,89.85538,88.75662,23.75268,32.15000,,,,12.69200
2018-12-17,210.06554,229.63011,229.74794,2725.76001,58.45719,89.95105,89.01626,23.95220,32.77000,,,,12.28200
2018-12-18,209.98445,229.37836,229.72101,2738.56006,58.35130,90.27247,89.23563,24.05672,34.75000,,,,12.33500
2018-12-19,206.63394,225.94321,226.23410,2728.95996,57.82521,90.20052,89.54782,23.45815,32.56000,,,,12.28300
2018-12-20,203.23839,222.26534,222.36070,2867.84009,57.32049,89.90466,89.43513,23.04010,31.40000,,,,12.06100
2018-12-21,199.19432,217.71120,217.79547,3012.47998,57.03612,89.81672,89.51318,21.77646,29.84000,,,,11.65800
2018-12-24,193.70918,211.95862,212.16974,3163.52002,56.60955,89.60883,89.73865,21.26340,30.81000,,,,11.67000
2018-12-26,203.50859,222.66780,222.57643,2995.84009,57.56219,89.53691,89.31371,22.85008,33.74000,,,,12.10900
2018-12-27,205.40002,224.37733,224.72430,3122.56006,57.52665,89.53691,89.53917,22.78357,33.32000,,,,12.59500
2018-12-28,205.13879,224.08789,224.35718,3117.43994,57.61193,89.96065,90.02479,22.37502,31.79000,,,,12.68800
2018-12-31,206.98523,226.05063,226.40881,3007.36011,57.65462,90.20852,90.36303,21.35841,32.71000,,,,12.77500
2019-01-02,207.14735,226.28581,226.50780,2927.36011,57.57641,90.48837,90.55379,21.57693,32.26000,,,,12.85700
2019-01-03,202.20262,220.88599,220.84776,3048.95996,57.60484,90.52831,91.27357,20.69334,30.19000,,,,12.65700
2019-01-04,208.87666,228.28467,228.61340,2807.04004,58.57167,90.47236,90.53645,21.97598,30.78000,,,,13.04000
2019-01-07,210.44382,230.08467,230.15218,2744.32007,59.14038,90.48038,90.28499,22.73607,33.17000,,,,13.12300
2019-01-08,212.48837,232.24641,232.41978,2688.63989,59.52431,90.68029,90.05952,22.90709,35.60000,,,,13.23100
2019-01-09,213.47012,233.33182,233.49953,2625.28003,59.59537,91.02409,90.11153,23.80969,34.97000,,,,13.15800
2019-01-10,214.36177,234.15488,234.41739,2597.76001,59.82996,90.78420,90.06819,24.29424,34.15000,,,,13.25100
2019-01-11,214.26270,234.24530,234.29141,2513.28003,59.63802,90.95213,90.33701,24.71229,36.80000,,,,13.38600
2019-01-14,213.08282,232.81624,233.15759,2520.32007,59.44611,90.71221,90.28499,24.74080,35.50000,,,,13.21100
2019-01-15,215.57768,235.48448,235.67715,2410.87988,59.64516,90.76820,90.19827,24.42726,35.56000,,,,13.43100
2019-01-16,216.05507,236.05428,236.29810,2459.52002,59.73758,90.94411,90.14622,24.52227,35.37000,,,,13.38400
2019-01-17,217.66725,237.84525,238.03474,2432.00000,59.90106,91.12801,89.98149,25.00682,35.81000,,,,13.48800
2019-01-18,220.59445,241.01088,241.22015,2371.84009,60.07168,91.28794,89.69526,25.65290,36.91000,,,,13.63200
2019-01-22,217.65826,237.75475,238.00775,2580.47998,59.67358,91.43986,90.00745,24.08522,35.65000,,,,13.72400
2019-01-23,217.98250,238.25223,238.34972,2566.39990,59.79441,91.67174,89.96407,23.11611,37.04000,,,,13.74800
2019-01-24,218.19867,238.37883,238.58369,2475.52002,59.85839,91.91161,90.25031,23.86670,38.40000,,,,13.82800
2019-01-25,220.05409,240.39589,240.70724,2382.71997,60.00769,91.99157,90.04214,24.92131,39.80000,,,,13.94000
2019-01-28,218.35178,238.56882,238.77261,2481.28003,59.91531,91.97559,90.06819,24.87381,39.71000,,,,13.85100
2019-01-29,218.08160,238.25223,238.43971,2474.23999,59.87975,92.17547,90.32830,24.73129,37.06000,,,,13.82700
2019-01-30,221.53116,242.02399,242.26402,2365.43994,60.35605,92.59924,90.53645,25.41537,37.31000,,,,12.73700
2019-01-31,223.37758,244.14944,244.35159,2267.52002,60.50533,93.24687,90.95274,25.31086,37.15000,,,,12.68900
2019-02-01,223.56673,244.26707,244.48663,2245.76001,60.47605,93.02473,90.46605,25.28235,35.28000,,,,12.80400
2019-02-04,225.16095,245.98567,246.24132,2176.00000,60.61892,92.89645,90.26620,25.07333,36.21000,,,,13.00500
2019-02-05,226.16068,247.01678,247.29408,2157.43994,60.83313,93.27338,90.42259,25.34886,34.37000,,,,13.21500
2019-02-06,225.88145,246.69113,246.92516,2145.91992,60.77600,93.09693,90.49216,25.21585,33.41000,,,,12.82700
2019-02-07,223.66582,244.33951,244.60355,2217.60010,60.56890,93.08088,90.78757,24.81680,33.02000,,,,12.91400
2019-02-08,223.95401,244.63799,244.87355,2190.71997,60.55463,93.31347,90.90928,24.39876,32.18000,,,,13.07800
2019-02-11,224.07112,244.77364,245.00851,2167.04004,60.58318,93.10493,90.77022,26.20396,31.98000,,,,13.68000
2019-02-12,226.97128,247.92128,248.19397,2128.00000,60.87597,93.23328,90.64857,26.23246,35.09000,,,,14.21100
2019-02-13,227.65578,248.72617,248.94987,2122.87988,60.79028,92.99265,90.42259,26.14695,33.13000,,,,14.04300
2019-02-14,227.15144,248.17453,248.38300,2161.28003,60.79742,93.09693,90.84846,26.62201,34.30000,,,,14.00600
2019-02-15,229.65530,250.87895,251.19939,2085.76001,60.99023,93.20922,90.76154,27.25858,35.35000,,,,14.10600
2019-02-19,230.05159,251.31310,251.55038,2092.15991,61.01167,93.26535,90.91796,28.10417,36.73000,,,,14.19100
2019-02-20,230.58305,251.81967,252.03627,2008.31995,61.06167,93.18515,90.90060,27.94266,36.14000,,,,14.04200
2019-02-21,229.74538,250.92426,251.24445,2034.56006,61.00454,92.92048,90.63118,32.73120,34.77000,,,,14.31300
2019-02-22,231.12341,252.47986,252.69316,1957.76001,61.12595,93.33752,90.90060,33.56729,38.00000,,,,14.54100
2019-02-25,231.46573,252.82358,253.08905,1992.95996,61.17594,93.30546,90.76154,33.52929,38.49000,,,,14.61900
2019-02-26,231.29453,252.64275,252.90005,2009.59998,61.25450,93.44982,91.03092,33.67180,40.50000,,,,14.18000
2019-02-27,231.17747,252.53413,252.77411,2011.52002,61.27594,93.18515,90.70940,34.14685,41.82000,,,,14.11900
2019-02-28,230.63702,252.06381,252.24318,2010.23999,61.24022,93.05683,90.47475,34.03284,44.86000,,,,14.15000
2019-03-01,232.22218,253.63765,254.03386,1918.71997,61.41381,92.89433,90.17786,34.46989,43.62000,,,,14.17400
2019-03-04,231.33058,252.71509,252.99915,1965.43994,61.32056,93.10350,90.45645,34.65991,42.07000,,,,13.93100
2019-03-05,231.06039,252.37138,252.67509,1976.95996,61.29187,93.13566,90.50874,33.78582,47.98000,,,,13.86600
2019-03-06,229.58325,250.84276,251.06442,2035.19995,61.19145,93.22417,90.76122,33.21575,50.60000,,,,13.69700
2019-03-07,227.73686,248.74429,249.03976,2112.63989,61.14840,93.52984,91.06597,32.82621,49.48000,,,,13.73500
2019-03-08,227.27751,248.24680,248.53584,2126.71997,61.04795,93.65051,91.19654,32.56968,49.60000,,,,13.81200
2019-03-11,230.59200,251.84680,252.14424,1971.83997,61.24882,93.75510,91.12691,32.58868,52.14000,,,,14.30000
2019-03-12,231.41164,252.79643,253.03511,1916.16003,61.35642,94.01257,91.37939,32.83571,53.10000,,,,14.51900
2019-03-13,232.98781,254.46977,254.78979,1895.68005,61.52143,93.85972,91.34458,33.17775,55.97000,,,,14.75000
2019-03-14,232.90680,254.30701,254.66377,1864.31995,61.47837,93.67467,91.21398,32.98772,55.80000,,,,14.80000
2019-03-15,234.04163,255.56335,255.80661,1829.76001,61.53577,94.01257,91.50130,33.08274,56.68000,,,,14.83300
2019-03-18,234.87930,256.48999,256.82336,1834.23999,61.51426,93.96431,91.37939,33.41527,56.86000,,,,14.78300
2019-03-19,234.95126,256.55365,256.94037,1846.40002,61.55013,93.98035,91.31847,33.07323,57.99000,,,,14.74000
2019-03-20,234.11365,255.78140,256.01889,1866.23999,61.81553,94.61594,91.95407,32.76920,57.97000,,,,14.75400
2019-03-21,236.79015,258.67044,258.89175,1841.92004,61.80122,94.79290,91.91052,33.70031,57.99000,,,,14.96200
2019-03-22,232.28856,253.69196,254.00438,2053.12012,61.57883,95.37215,92.58968,31.57206,55.62000,,,,14.38300
2019-03-25,232.08026,253.50116,253.77837,2063.36011,61.55728,95.56518,92.82477,31.65757,56.34000,,,,14.40900
2019-03-26,233.75587,255.39072,255.63034,1946.88000,61.70794,95.60543,92.74638,32.30365,57.99000,,,,14.56500
2019-03-27,232.66899,254.05533,254.38373,1976.31995,61.75097,95.73415,93.01631,32.36066,58.15000,,,,14.36200
2019-03-28,233.57477,255.01825,255.38657,1932.16003,61.87293,95.85485,93.02500,32.54118,57.85000,,,,14.48000
2019-03-29,235.07825,256.62628,257.07593,1872.64001,62.03075,95.78245,92.87699,33.12074,58.06000,,,,14.42500
2019-04-01,237.78650,259.66971,260.04819,1839.35999,62.01560,95.42576,92.23834,33.97583,58.94000,,,,14.73400
2019-04-02,237.86801,259.79681,260.11142,1834.23999,62.04443,95.55489,92.39539,33.49128,62.82000,,,,14.62000
2019-04-03,238.31181,260.20569,260.58118,1847.04004,62.06605,95.35314,92.10749,33.30126,62.00000,,,,14.79300
2019-04-04,238.88242,260.89615,261.20450,1828.47998,62.15973,95.50646,92.20345,33.51978,59.94000,,,,14.45700
2019-04-05,240.03279,262.15887,262.39703,1792.00000,62.27502,95.65981,92.24709,33.23475,60.51000,,,,14.65200
2019-04-08,240.24101,262.35873,262.68613,1783.68005,62.23897,95.52258,92.09874,32.74070,58.80000,,,,14.44200
2019-04-09,238.96393,261.01419,261.33096,1847.04004,62.19576,95.72435,92.26452,32.60768,60.09000,,,,14.41300
2019-04-10,239.78824,261.90451,262.18927,1795.19995,62.46956,96.19234,92.48264,33.04473,62.95000,,,,14.77400
2019-04-11,239.74294,261.83185,262.17123,1760.00000,62.56323,96.09554,92.27322,33.83332,63.55000,,,,14.85200
2019-04-12,241.36420,263.60336,263.94186,1680.64001,62.65691,96.03904,91.84570,34.30837,66.00000,,,,15.06500
2019-04-15,241.20119,263.43082,263.72504,1658.88000,62.61369,95.88574,91.96787,33.63380,64.38000,,,,14.95400
2019-04-16,241.37329,263.60336,263.92374,1645.43994,62.57763,95.61945,91.65379,33.31076,64.60000,,,,15.11200
2019-04-17,240.78455,262.95844,263.22812,1656.95996,62.42633,95.60330,91.67120,33.65280,63.20000,,,,14.81100
2019-04-18,241.23741,263.47620,263.79736,1630.71997,62.45516,95.68398,91.88936,33.61480,62.98000,,,,14.64800
2019-04-22,241.47287,263.70331,264.06830,1616.00000,62.34707,95.53068,91.75850,34.01384,65.40000,,,,14.73400
2019-04-23,243.55612,266.07437,266.36307,1603.19995,62.56323,95.92605,91.92424,34.38438,66.59000,,,,14.91600
2019-04-24,243.07608,265.48389,265.80289,1644.80005,62.47676,96.24884,92.27322,34.85944,66.54000,,,,14.95400
2019-04-25,242.98549,265.32040,265.64032,1676.80005,62.50558,96.20042,92.15984,34.02334,66.04000,,,,14.80000
2019-04-26,244.09952,266.55597,266.93219,1618.56006,62.66409,96.53931,92.40411,34.72642,69.58000,,,,14.94200
2019-04-29,244.40761,266.97379,267.22125,1643.52002,62.63533,96.16007,92.21217,34.46039,70.37000,,,,14.92300
2019-04-30,244.56149,267.11008,267.35672,1643.52002,62.64248,96.20042,92.39539,33.77631,71.56000,,,,14.97000
2019-05-01,242.77718,265.10242,265.42340,1705.59998,62.43700,96.16968,92.35344,33.25375,70.69000,,,,14.10200
2019-05-02,242.29720,264.53006,264.93567,1708.16003,62.48038,95.82166,92.09117,34.30837,70.44000,,,,14.08400
2019-05-03,244.59775,267.11917,267.42010,1626.88000,62.63960,96.25060,92.21355,35.29649,72.18000,,,,14.10300
2019-05-06,243.62854,266.01993,266.41727,1719.04004,62.66855,96.38009,92.44959,34.87844,72.04000,,,,14.14500
2019-05-07,239.67943,261.57755,261.90921,2005.12000,62.29226,96.37199,92.76434,33.12074,71.04000,,,,13.88700
2019-05-08,239.20856,261.21408,261.55695,1965.43994,62.31396,96.04826,92.58949,32.56018,71.65000,,,,13.79700
2019-05-09,238.47488,260.42374,260.83411,1955.19995,62.21991,96.13725,92.83424,32.92122,75.23000,,,,13.81300
2019-05-10,239.58891,261.73196,261.99042,1804.16003,62.39359,96.19398,92.77308,32.28465,66.76000,,,,13.92600
2019-05-13,233.71062,255.15460,255.48587,2076.80005,61.82195,96.25060,93.23642,31.42955,62.24000,,,,13.50500
2019-05-14,235.73947,257.46210,257.76242,1961.59998,61.95942,96.38815,93.14898,31.57206,65.68000,,,,13.65000
2019-05-15,237.13431,258.97009,259.30731,1879.04004,62.01730,96.65524,93.44621,31.30604,65.48000,,,,13.62200
2019-05-16,239.30818,261.36853,261.59296,1798.40002,62.20545,96.50146,93.26261,31.18252,69.34000,,,,13.80600
2019-05-17,237.85890,259.67877,260.09332,1825.28003,62.18377,96.50961,93.30634,29.98539,68.13000,,,,13.68400
2019-05-20,236.23764,257.96182,258.35880,1852.16003,62.12584,96.28300,93.14898,29.88087,67.18000,,,,13.62700
2019-05-21,238.23938,260.28754,260.61737,1758.71997,62.32120,96.36388,93.04405,29.86187,67.03000,,,,13.73100
2019-05-22,237.58727,259.48792,259.86740,1742.07996,62.37188,96.48529,93.32382,28.79775,65.11000,,,,13.62700
2019-05-23,234.80659,256.31744,256.62418,1857.28003,62.06075,96.69573,93.89207,28.41771,63.28000,,,,13.39200
2019-05-24,235.21420,256.89890,257.25656,1818.88000,61.97389,96.89804,93.86585,28.34170,59.39000,,,,13.40800
2019-05-28,233.10374,254.50957,254.83549,1873.28003,61.91599,96.96278,94.27673,28.31320,60.14000,,,,13.53300
2019-05-29,231.50056,252.80154,253.17307,1909.76001,61.74958,97.00326,94.24176,28.42721,57.96000,,,,13.37500
2019-05-30,232.14368,253.49216,253.74231,1875.83997,61.87986,97.56167,94.58269,27.36309,58.75000,,,,13.36600
2019-05-31,229.03693,250.07614,250.51712,1946.88000,61.43125,97.78825,95.21216,26.94504,57.88000,,,,13.29100
2019-06-03,228.35764,249.44028,249.68599,1966.71997,61.53010,98.08942,95.67028,27.09706,58.32000,,,,13.09000
2019-06-04,233.38457,254.85478,255.16064,1857.28003,62.14794,98.12193,95.31989,28.75025,61.30000,,,,13.38200
2019-06-05,235.35909,257.06238,257.34686,1821.43994,62.29329,98.05696,95.31989,28.80725,59.67000,,,,13.43800
2019-06-06,236.88982,258.73398,259.06342,1782.40002,62.42413,98.24370,95.30240,28.21819,60.10000,,,,13.44100
2019-06-07,239.25377,261.32309,261.69226,1795.83997,62.58406,98.68207,95.67905,28.31320,63.20000,,,,13.71400
2019-06-10,240.37697,262.52228,262.89389,1783.04004,62.67854,98.32486,95.20602,28.88326,61.34000,,,,13.65500
2019-06-11,240.33163,262.45865,262.84875,1786.23999,62.76575,98.41415,95.20602,29.08278,61.28000,,,,13.41400
2019-06-12,239.87878,261.99545,262.25247,1777.92004,62.62041,98.56026,95.45126,29.14929,61.25000,,,,13.26800
2019-06-13,240.94756,263.07648,263.45395,1767.04004,62.76575,98.81194,95.68780,31.03050,61.78000,,,,13.20500
2019-06-14,240.58527,262.78583,263.11975,1748.47998,62.72216,98.85256,95.75788,31.58157,59.98000,,,,13.36500
2019-06-17,240.80264,262.88568,263.36340,1729.92004,62.62768,98.90123,95.74037,31.75258,63.64000,,,,14.12500
2019-06-18,243.20294,265.63846,265.82672,1716.47998,63.06379,99.55883,95.92430,32.70269,65.97000,,,,14.55900
2019-06-19,243.84598,266.23792,266.54468,1659.52002,63.36183,100.19202,96.18704,32.88321,63.50000,,,,14.76700
2019-06-20,246.11945,268.78174,269.07166,1664.64001,63.68164,100.73589,96.34476,33.03523,66.90000,,,,14.78900
2019-06-21,245.82956,268.39093,268.66260,1703.68005,63.47812,100.37060,95.95058,32.58868,67.05000,,,,14.67200
2019-06-24,245.51251,268.06235,268.38998,1688.31995,63.47084,100.62225,96.28342,33.08274,61.48000,,,,14.15800
2019-06-25,243.08508,265.43323,265.79037,1731.19995,63.20191,100.32188,96.43234,33.51978,60.31000,,,,14.01600
2019-06-26,242.84961,265.16852,265.49026,1717.76001,63.17283,100.11893,96.03817,32.87371,59.07000,,,,13.91200
2019-06-27,243.70186,266.10880,266.58115,1690.88000,63.34727,100.70344,96.32722,33.10174,61.98000,,,,14.10300
2019-06-28,245.04927,267.47809,267.91730,1664.00000,63.36908,100.96320,96.37104,33.40577,62.59000,,,,14.33100
2019-07-01,247.13425,269.90640,270.25330,1571.83997,63.38805,101.15453,96.24993,33.20625,65.61000,,,,14.00300
